Date,Rh1,Rh2,Tmax,Tmin,Rainfall
1/2/2012,80.7,97.2,14.9,7,9.9
1/3/2012,80,94.2,13,6.8,0.3
1/4/2012,76,81.8,16.2,3.9,0
1/5/2012,76,100,16.2,3,0
1/6/2012,73.9,97,17.2,5,0
1/7/2012,76,96.7,17.5,3.5,0
1/8/2012,55.6,96.7,15.5,3.4,0
1/9/2012,88.7,92.2,17.7,4,0
1/10/2012,75.1,98.4,15.4,4.7,7.6
1/11/2012,63.2,96.5,17,2,0
1/12/2012,68.7,96.6,15.3,1.7,0
1/13/2012,61.8,96.5,15.6,1.5,0
1/14/2012,62.9,89.3,16.8,0,0
1/15/2012,60,96.4,17.5,0.6,0
1/16/2012,74.7,98.4,13,2,0
1/17/2012,51,94.8,18,2.7,0
1/18/2012,50.5,96.4,17.2,0.8,0
1/19/2012,40.5,79.7,18,1,0
1/20/2012,67.3,87.7,18.2,2.7,0
1/21/2012,55.2,95.1,17.9,2,0
1/22/2012,61.6,96.5,19.5,1,0
1/23/2012,51.5,85.3,19.2,4.2,0
1/24/2012,56.5,90.1,19.8,1.4,0
1/25/2012,59.4,93.9,20,3.8,0
1/26/2012,34.2,93.2,20.7,2.4,0
1/27/2012,62.5,93.2,20.2,2.7,0
1/28/2012,48.6,95.1,19.7,2.5,0
1/29/2012,55.9,94.8,20.5,1.7,0
1/30/2012,50,95,20.5,1.4,0
1/31/2012,45.7,95,20.5,2,0
2/1/2012,50.5,95,20.5,2.3,0
2/2/2012,48.3,96.4,20.5,1.3,0
2/3/2012,63.5,82.8,21.2,2.7,0
2/4/2012,56.7,96.8,22.2,3.8,0
2/5/2012,43.4,95.4,23.2,5.4,0
2/6/2012,31.4,90,23.8,4.5,0
2/7/2012,31.8,85.7,25.7,3.5,0
2/8/2012,97.4,94.8,11.5,9.6,12.2
2/9/2012,69.1,97.1,18.6,6,29.3
2/10/2012,52.1,100,21.7,3,0
2/11/2012,75.4,94.1,20.4,4.2,0
2/12/2012,52.7,95.4,21,2.8,0
2/13/2012,76,97,18.5,3.5,0
2/14/2012,50,93.7,21.2,3.8,0.3
2/15/2012,48.9,87,20.6,7.8,0
2/16/2012,49.9,94.1,20,4.3,0
2/17/2012,42.8,76.2,23.8,6.3,0
2/18/2012,46,92,24.5,6.2,0
2/19/2012,55.7,85.8,25.2,4.8,0
2/20/2012,66.8,97.3,23.5,6.4,0
2/21/2012,60.1,95,24,8.6,0
2/22/2012,41.3,96,24.8,6.7,0
2/23/2012,20.7,89.5,28,6.4,0
2/24/2012,27.7,80.3,26.5,5.5,0
2/25/2012,19,62.9,27.5,5,0
2/26/2012,22.9,60.3,26.8,5.5,0
2/27/2012,52.4,58.8,26.6,5.5,0
2/28/2012,41.2,89.8,24.9,7.2,0
2/29/2012,47.4,78.2,23.8,7.5,0
3/1/2012,40.6,83.7,23.5,6,0
3/2/2012,43,70.5,23.8,4.5,0
3/3/2012,39.6,74.2,22.7,5,0
3/4/2012,51.5,83.5,24.4,5.3,0
3/5/2012,52.9,85,25,7.3,0
3/6/2012,31,83.6,27,7.8,0
3/7/2012,36.3,74.7,26.2,8,0
3/8/2012,33.3,62.9,26,6.5,0
3/9/2012,32.3,71,24.8,5.5,0
3/10/2012,29,44.3,24.8,5,0
3/11/2012,12.1,55.6,27.5,2.8,0
3/12/2012,27.3,44.7,25.8,3.5,0
3/13/2012,57.3,53.4,21.6,11.7,0
3/14/2012,54.3,94.8,24.2,6.2,7.8
3/15/2012,50.2,89.4,23.5,6.5,0
3/16/2012,49.9,82.3,24.5,5.4,7.4
3/17/2012,54.7,80.7,25.2,7.2,0
3/18/2012,58.9,81.7,23.7,8.6,0
3/19/2012,50.9,73,26.3,10,0
3/20/2012,44.9,79.6,28.6,10.4,0
3/21/2012,26.1,82.6,29.8,10.5,0
3/22/2012,34.7,61.3,31.4,10.3,0
3/23/2012,49.7,71.9,30.8,10.6,0
3/24/2012,53.6,72.8,27,11.2,0
3/25/2012,54.3,70.7,27,12.8,0
3/26/2012,47.1,73.2,28.4,12.3,0
3/27/2012,35.6,72.2,30.4,12.2,0
3/28/2012,47.3,66.2,32.2,12,0
3/29/2012,44.5,54.7,30,11,0
3/30/2012,32.7,69.3,29.4,11,0
3/31/2012,44.3,65.7,29.6,12,0.4
4/1/2012,45,70.5,30.2,12.4,0
4/2/2012,47.2,69.9,29.6,14.5,0
4/3/2012,93.3,85.3,27.2,14.4,0
4/4/2012,63.6,95.7,27.2,13.2,19.2
4/5/2012,62.9,73.6,29,11.8,0.2
4/6/2012,59.8,88,25,11,19.4
4/7/2012,51.4,75.9,26.6,11.4,0
4/8/2012,46.7,79.9,27.7,12.8,0
4/9/2012,65.6,79.3,26.3,12.5,8.2
4/10/2012,71.2,93.2,23.4,12,21.8
4/11/2012,58,95.6,24.4,14,8.3
4/12/2012,51.1,78.5,28.5,14,0.5
4/13/2012,46.4,62.7,29,11,1
4/14/2012,35.3,58.7,29.6,14.5,0.5
4/15/2012,49.9,63.9,23.4,12.1,0
4/16/2012,35.9,72,28.6,10.2,0.6
4/17/2012,31.7,62.9,30,11.4,0
4/18/2012,32.9,56.5,30.6,12.6,0
4/19/2012,40.7,52.1,29.5,14,0
4/20/2012,66.4,64.9,30.8,13.5,0
4/21/2012,53.1,75.6,29.2,17,0
4/22/2012,40.2,71.8,30.5,15,0
4/23/2012,29.6,55.9,29.9,12.8,0
4/24/2012,26,46.5,31.7,12.8,0
4/25/2012,24.3,57.7,30.5,13,0
4/26/2012,36.5,52,31.5,13.2,0
4/27/2012,33.1,60.3,30.4,13.5,0
4/28/2012,67.4,52.6,29.5,14,0
4/29/2012,26.5,79.3,29.5,11,0.4
4/30/2012,30,43,30.3,13,0
5/1/2012,43.1,40.6,30.6,11.8,0
5/2/2012,34.2,50.5,30,10,0
5/3/2012,37.9,55.1,28.6,12,0
5/4/2012,53.1,59.2,28.3,10,3
5/5/2012,44.1,67.9,26.2,14.4,0.6
5/6/2012,50.5,62.9,29,11.5,0
5/7/2012,42.3,55.9,31.5,12.5,0
5/8/2012,50.3,68.5,31.5,15,0
5/9/2012,80.1,56.4,29.8,15.6,0
5/10/2012,91.9,83.1,29.2,16,7.4
5/11/2012,54.7,80.5,30.5,13.3,17.3
5/12/2012,55.1,64,31.4,16,0
5/13/2012,56,77.7,31.2,15.4,1.3
5/14/2012,53.3,70.4,32.2,16.5,0
5/15/2012,63.8,70.3,32.6,16,0
5/16/2012,63.6,67.5,30.6,15.5,0
5/17/2012,66.9,54.3,33,15.5,0
5/18/2012,80.2,77.8,33,17.6,0
5/19/2012,69.5,74.3,31.6,16.6,0.6
5/20/2012,46.4,66.7,31.7,16.3,6.2
5/21/2012,45,66.2,33,16.4,0
5/22/2012,40.6,73,33.6,17.6,0
5/23/2012,35.2,72.1,33.3,16.4,2.4
5/24/2012,51.7,55.8,34,17,0
5/25/2012,57.3,71,34,19,0
5/26/2012,83.3,90.9,30.2,21,1
5/27/2012,57.6,73.2,31.2,20.6,2.4
5/28/2012,41.8,82.1,32.7,21,0
5/29/2012,61.1,70.1,33.2,19.6,0
5/30/2012,59.6,68.2,33.2,20.3,0
5/31/2012,61,72.2,31.8,21,0
6/1/2012,74.3,76.1,31,20.4,9.2
6/2/2012,58.4,80.6,29.8,17.8,12.4
6/3/2012,42.7,91.2,32.4,19.9,0
6/4/2012,44.5,61.2,32.2,16.7,1.8
6/5/2012,57.2,72.1,32.6,16.6,0
6/6/2012,51.7,59,32.2,17.2,0
6/7/2012,45.9,60.2,32.4,19,0
6/8/2012,49.5,62.6,34.2,19.8,0
6/9/2012,58,66.6,32.4,20.4,0
6/10/2012,41.7,62.5,33,19.6,0
6/11/2012,42.8,59.5,34.2,19.2,0.8
6/12/2012,43.7,56.8,34,19.8,0
6/13/2012,40.9,59.5,35.2,21.5,0
6/14/2012,55.2,61.7,33.2,20.2,1.6
6/15/2012,48.1,67.8,34.6,21.5,1.2
6/16/2012,69,69.7,34.4,21.6,0
6/17/2012,79,80.9,30.2,21.4,7.4
6/18/2012,87.9,74.4,28.2,21,3
6/19/2012,82.1,91.3,30.6,20.6,11.3
6/20/2012,69.4,89.8,31.4,21.6,5.7
6/21/2012,73.3,76.6,30.5,21,0
6/22/2012,83.2,85,28,21.5,7.5
6/23/2012,86.3,96.3,25.6,21.2,8.3
6/24/2012,78.9,94.5,25.5,20.4,38.5
6/25/2012,73.6,94.6,28.5,20.3,30.9
6/26/2012,75.3,79,30.5,21.4,0
6/27/2012,69.6,74.6,29.5,20.2,1.7
6/28/2012,69.8,86.9,29.9,19.6,0
6/29/2012,62.4,90.9,29.7,21.2,7.9
6/30/2012,80.9,76.8,31.5,20.4,0
7/1/2012,83.4,91.3,32,21.4,0.9
7/2/2012,70.1,83.3,31.4,20.8,4.8
7/3/2012,91,92.7,29,19,53.9
7/4/2012,91.1,92,27,20.5,16.4
7/5/2012,83.3,94.6,28,20.8,14.2
7/6/2012,85.9,91.1,26,20.2,2.3
7/7/2012,91.2,91.2,30.2,20.3,4.2
7/8/2012,70.6,66.9,30,20,1.4
7/9/2012,75,85.4,30.5,20.5,7.7
7/10/2012,69,78.6,30.8,20.4,0
7/11/2012,72.5,85.6,29.2,21.3,4.3
7/12/2012,83.4,84.7,30.5,21,3.4
7/13/2012,83.2,92.9,26.4,21.5,2.5
7/14/2012,83.6,81.8,30.5,20,6.2
7/15/2012,75.8,94.5,27,20.6,67.5
7/16/2012,81.2,96.4,26.6,20.5,19.5
7/17/2012,74,84.8,29,20.6,22.3
7/18/2012,79.2,94.6,27,21,4.3
7/19/2012,94.6,98.1,22.8,21,12.6
7/20/2012,83.7,91.3,29,20.6,12.4
7/21/2012,83.7,83.4,31.3,20.6,4.6
7/22/2012,87.7,79.6,27.7,20.6,13.5
7/23/2012,74.8,91.1,29.5,20.8,15.4
7/24/2012,92.9,92.9,27.4,20.6,32.5
7/25/2012,80.2,81.4,28.5,21,24.9
7/26/2012,76.8,76.6,30.5,20,0.5
7/27/2012,77.2,89.7,29,20.5,27.6
7/28/2012,87.9,80.4,28.3,20.5,18
7/29/2012,94.6,83.4,30.4,20.8,12.7
7/30/2012,96.3,87,29.6,21,9.6
7/31/2012,83.2,82.6,28.8,21.4,32.2
8/1/2012,83.2,91.1,25.5,21.2,1
8/2/2012,87.9,88.7,28.2,20.5,0.4
8/3/2012,94.5,97.2,26.3,20.3,35.6
8/4/2012,75.8,89.3,29.5,20.2,18.2
8/5/2012,94.6,81,30.4,20,0
8/6/2012,81.7,83.4,30.6,21,23.3
8/7/2012,80.3,76.3,29.5,20.2,0
8/8/2012,94.4,83,29.6,20.4,0
8/9/2012,91,96.2,24.5,19.6,18.8
8/10/2012,81.7,74.4,31.2,19,5.1
8/11/2012,94.6,91.2,31,20,3.7
8/12/2012,91.3,68.6,29.4,19,18.7
8/13/2012,70.7,82.8,30.3,19.4,5
8/14/2012,91.2,83.1,30.7,20,0
8/15/2012,95.4,83.4,29.6,20.8,1
8/16/2012,91.3,88,31.2,20.6,22.2
8/17/2012,78.1,96.5,31,21.2,0.4
8/18/2012,86.6,83.1,30.3,20.4,22.8
8/19/2012,83.3,91.2,31,21,1.1
8/20/2012,84.7,93.6,27.2,20.4,14.2
8/21/2012,94.5,83.1,28.7,20.3,2.3
8/22/2012,94.5,87.9,28.2,19.8,30.3
8/23/2012,91.9,83.3,29,19.5,7
8/24/2012,94.6,83.3,29.6,20,1.6
8/25/2012,84,87.9,30.2,20.5,4.5
8/26/2012,80.1,90.9,31,19.2,1.4
8/27/2012,82.2,83.1,30.5,19.4,0.8
8/28/2012,77.3,77.2,31.1,19.8,0
8/29/2012,83.4,92.8,29,21.2,1.3
8/30/2012,81.9,69.8,30.3,20,9.9
8/31/2012,88.4,91.1,29.8,20.5,39
9/1/2012,74.6,92.7,29.4,20.6,1.6
9/2/2012,83.2,90.9,28.4,19.4,22
9/3/2012,80.1,75.8,30.6,18.5,0
9/4/2012,82.8,83.2,30.4,20,10
9/5/2012,94.5,82.8,31.1,19.5,7
9/6/2012,92.6,80.6,29.2,19,11.4
9/7/2012,76.3,87.9,30.3,19.5,0
9/8/2012,98.1,61.9,32.3,19.5,0
9/9/2012,84.6,89,30.5,20,50
9/10/2012,98.1,82.9,28.8,20.2,1.7
9/11/2012,86.4,87.7,29.3,19.4,39
9/12/2012,98.2,83.2,29.8,19.8,38
9/13/2012,91.1,87.7,28.5,19.6,12.6
9/14/2012,96.3,78.6,29.5,19.5,75
9/15/2012,94.4,85.5,27.5,19.8,7.4
9/16/2012,94.5,96.3,26,19.5,37.2
9/17/2012,98.1,90.6,20.5,19.5,23.5
9/18/2012,92.3,94.4,24.6,19,23.5
9/19/2012,83.2,95.2,29,18,1.3
9/20/2012,74.4,80.9,30.1,18.5,0
9/21/2012,75.8,90.2,30.5,18.9,0
9/22/2012,77.2,82.8,30.4,18.5,0
9/23/2012,83.2,75,30.6,18.5,0
9/24/2012,82.6,81.3,29.7,18,0
9/25/2012,82.4,78.1,31,17.6,0
9/26/2012,75.2,76.2,29.6,17,1
9/27/2012,73.3,78.2,30.5,18.5,0
9/28/2012,78.9,68.7,31.2,19,0
9/29/2012,75.2,76.7,31.3,18,0
9/30/2012,72.6,72.5,30.5,18,0
10/1/2012,78.4,82.2,30,18,0
10/2/2012,78.4,74,29.7,18.5,0
10/3/2012,72.9,74.4,29.7,17.4,0
10/4/2012,71.7,73.9,29.5,16,0
10/5/2012,72,77.5,29.5,16,0
10/6/2012,74.7,72.6,28.4,16.2,0
10/7/2012,79.4,72.3,29.6,15.5,0
10/8/2012,65.1,81.3,29.4,15.3,0
10/9/2012,90.2,83.1,26,14.8,0
10/10/2012,79.9,89.8,27.5,15.4,13.2
10/11/2012,72.1,80.3,28,15.7,0
10/12/2012,80.8,87.9,28.9,13.6,0
10/13/2012,77.6,84.1,27.4,13.4,0
10/14/2012,75.7,80.2,27.2,13.3,0
10/15/2012,79,72.9,26,12,0
10/16/2012,72.5,75.3,26.5,12.6,0
10/17/2012,77.8,85.2,26.5,12,0
10/18/2012,75.7,85.2,26.8,11.4,0
10/19/2012,72.3,79.1,27,12,0
10/20/2012,72,89.7,26.2,11.4,0
10/21/2012,71.8,83.1,26,11,0
10/22/2012,75.7,73.6,27,12,0
10/23/2012,67.7,83.3,26.5,11,0
10/24/2012,70.8,77.5,25.8,10.6,0
10/25/2012,63.8,83.3,24.6,8.8,0
10/26/2012,69.4,77.1,24.3,8.4,0
10/27/2012,70.5,72.8,24.8,9,0
10/28/2012,61.7,78.3,25.6,8,0
10/29/2012,64.9,76.2,26.2,8.3,0
10/30/2012,55.7,69.2,27,8,0
10/31/2012,62.9,69.4,27.4,7.6,0
11/1/2012,50.1,78,25.7,8,0
11/2/2012,42.7,64.6,24.8,7.5,0
11/3/2012,62.4,65.5,24.7,7.4,0
11/4/2012,77.1,73.6,24.5,7.6,0
11/5/2012,73.7,82.9,24.5,10,0
11/6/2012,69.8,75.4,23.6,9.5,0
11/7/2012,70.8,82,23.4,8,0
11/8/2012,78,92.7,22.5,6.8,0
11/9/2012,75.6,83.7,22.2,7.4,0
11/10/2012,75.8,79.2,21.5,9,0
11/11/2012,74.5,70.1,23,7.3,0
11/12/2012,85.4,79,22.4,7.5,0
11/13/2012,58,81.5,22.7,6.2,0.7
11/14/2012,62.7,73.7,22.9,4.9,0
11/15/2012,77.6,76,23,5,0
11/16/2012,58.2,70.8,23,6,0
11/17/2012,64.4,72.9,24.6,5.5,0
11/18/2012,66.6,74.4,24.2,6,0
11/19/2012,66.8,95.9,23.2,5.8,0
11/20/2012,66,81,22.7,5.8,0
11/21/2012,52.4,86.3,22,5,0
11/22/2012,82,80.8,22.2,4.8,0
11/23/2012,77.6,72.1,21.2,7,0
11/24/2012,74.8,83.2,21.2,8.5,0
11/25/2012,76.8,97.1,20.3,5,0
11/26/2012,79.2,87.1,19.6,4.8,0
11/27/2012,76.5,100,19.3,4.9,0
11/28/2012,71.8,97,19.5,5,0
11/29/2012,74.6,97,20,5,0
11/30/2012,63.6,89.5,20.3,4.9,0
12/1/2012,67.5,91.3,19.7,3.5,0
12/2/2012,85.7,96.9,19.5,3.8,0
12/3/2012,72.9,93.9,20,4,0
12/4/2012,45.2,96.9,21.6,3.6,0
12/5/2012,74.4,88.4,20.6,3.5,0
12/6/2012,88.5,97,20.3,5.2,0
12/7/2012,77.6,85.3,20.6,8.5,0
12/8/2012,77.6,87.8,20.5,9.4,0
12/9/2012,83.9,94.6,19.8,8,0
12/10/2012,81.3,85.8,20,8,0
12/11/2012,59.2,100,20.5,5.8,0
12/12/2012,51.2,88.2,19.8,3.6,0
12/13/2012,76,94.4,19.4,4.5,0
12/14/2012,53.9,96.9,19.2,3.3,0
12/15/2012,48.1,95.1,20.5,2.6,0
12/16/2012,69.5,87.5,19,2,0
12/17/2012,77.1,81.1,20.7,3,0
12/18/2012,77.4,88.7,19.3,4.2,0
12/19/2012,82.7,94.2,18,5,0
12/20/2012,76,91.6,19,6,0
12/21/2012,76,94,16.6,3.2,0
12/22/2012,79.3,82.6,16.7,4.4,0
12/23/2012,65.5,96.9,19,2.3,0
12/24/2012,61.4,90.5,20,1.5,0
12/25/2012,69.4,87.6,18.5,1.6,0
12/26/2012,71.1,90,17.5,1.6,0
12/27/2012,53.4,90.3,17.2,1.5,0
12/28/2012,64.5,93.5,18.5,1.9,0
12/29/2012,66.8,96.7,18.5,1.6,0
12/30/2012,64.5,96.6,18,1.3,0
1/1/2013,64.8,95.7,19.5,5.2,0
1/2/2013,65.5,93.5,18,2.4,0
1/3/2013,68,83.7,19,0.8,0.2
1/4/2013,66.8,96.6,18.5,2.4,0
1/5/2013,77.6,96.5,17.6,2,0
1/6/2013,61.5,89.6,18.2,0.7,0
1/7/2013,63.2,98.2,17.5,0.2,0
1/8/2013,63.4,96.2,16.5,-0.7,0
1/9/2013,51,81.1,16.7,-1.1,0
1/10/2013,50.7,73.9,16,-2,0
1/11/2013,60.3,88.9,15,-0.9,0
1/12/2013,61.8,96.2,16,-1,0
1/13/2013,53.4,89.2,18,0.2,0
1/14/2013,62.9,96.3,18.5,0.9,0
1/15/2013,71,96.3,18,1.5,0
1/16/2013,76,96.8,18.2,1.8,0
1/17/2013,55.4,98.2,21.2,1,0
1/18/2013,44.8,81.9,22.6,2,0
1/19/2013,79.2,78.6,18.7,5.5,0
1/20/2013,66.9,94.7,19.9,8.5,11.3
1/21/2013,66.2,96.6,19,2.2,0
1/22/2013,49.4,96.7,19.7,1.1,0
1/23/2013,68,83.7,19,0.8,0
1/24/2013,65,98.3,19.2,1.4,0
1/25/2013,55,85.4,19.6,2,0
1/26/2013,43,84.2,18.7,0.5,0
1/27/2013,50.7,77.4,19.6,1,0
1/28/2013,44.6,76,19.2,1,0
1/29/2013,60.6,73.1,20.2,1.8,0
1/30/2013,54.4,80,20.7,4.7,0
1/31/2013,60.1,82.4,20.6,3.5,0
2/1/2013,57.4,80.9,25,5,0
2/2/2013,58,83.8,25.5,5.5,0
2/3/2013,56.5,76.7,23.4,5.7,0
2/4/2013,53.1,72.1,25.7,6,0
2/5/2013,53.6,79.1,25,4.5,0
2/6/2013,85.6,94.8,14,8.5,1.5
2/7/2013,82.8,97.3,17.4,8,0.7
2/8/2013,49.2,94.9,23.8,9.5,2.5
2/9/2013,61,91.5,23.7,4.5,0
2/10/2013,58,86.4,24.5,4.7,0
2/11/2013,64.9,54,24.2,4.2,0
2/12/2013,46.4,85.3,26.2,4,0
2/13/2013,43.4,76.8,23,4.3,0
2/14/2013,48.6,72.6,27,3.5,0
2/15/2013,51,74.5,27.5,4.1,0
2/16/2013,52.7,79.1,19,6.5,0
2/17/2013,94.8,75.5,18,8.5,0.4
2/18/2013,82,83,22,7.9,30.6
2/19/2013,69.3,96.8,20.4,3,9
2/20/2013,66,84.3,22.8,4.4,0.4
2/21/2013,68.4,76.3,24,7,0
2/22/2013,60.6,79.8,24.5,5.3,0.2
2/23/2013,52.4,93.3,26.5,6.3,0
2/24/2013,53.2,74.4,25.4,7.2,0
2/25/2013,67.7,81.2,19.4,11.2,0
2/26/2013,48.3,87.3,26.2,5.6,0.1
2/27/2013,49,90.9,28,7.5,0
2/28/2013,42,92.3,28.7,7.5,0
3/1/2013,19.3,70.4,29.2,7,0
3/2/2013,52.4,61.7,30,6.5,0
3/3/2013,65.8,73.3,27.2,8.4,0
3/4/2013,58,88.2,27.6,9.5,0
3/5/2013,61,92.7,28.4,10.7,0
3/6/2013,52.1,85,28,12.2,0
3/7/2013,61.9,75.6,28.8,10.2,0
3/8/2013,89.1,68.2,27.2,10,0
3/9/2013,63.7,97.5,27,9.9,22.8
3/10/2013,67.6,88.9,26.6,10.8,0
3/11/2013,83.6,70.4,26.2,10.5,0
3/12/2013,45.4,64.7,26,8,3
3/13/2013,59.4,78.9,28,8.5,0
3/14/2013,58.2,86.5,28.2,10.8,0
3/15/2013,52.6,72.5,28.6,11,0
3/16/2013,43,70,30,10.8,0
3/17/2013,35.4,56,28.7,10.8,0
3/18/2013,39.8,54.5,24.3,10.5,0
3/19/2013,53.8,62.5,27,7.5,0
3/20/2013,52.4,68.4,27.6,8.4,0
3/21/2013,59.5,70.8,27,10.1,0
3/22/2013,90.2,78.3,24.7,11.5,0
3/23/2013,56.8,73.1,27,6.5,1.5
3/24/2013,58.2,73.8,28.7,11,0
3/25/2013,47.4,88.8,29.3,10.4,0
3/26/2013,33.4,61.5,31,10,0
3/27/2013,40.4,52.1,30.2,10.4,0
3/28/2013,55.7,56.8,30.2,10.5,0
3/29/2013,43,81.5,27,12.8,0
3/30/2013,30.7,58.9,31,12,0
3/31/2013,43,60.8,31,12,0
4/1/2013,43.3,57.4,29.2,10.5,0
4/2/2013,40.4,54.3,29.4,10,0
4/3/2013,50.1,66.8,30.1,11,0
4/4/2013,30.2,57.4,31,10.4,2
4/5/2013,31.8,54.6,30.2,9.7,0
4/6/2013,36.6,49.2,31,10.5,0
4/7/2013,45.5,52.4,29.5,9.4,0
4/8/2013,39.6,60.6,29.2,10.8,0
4/9/2013,45.9,57.9,30.2,12,0
4/10/2013,52.2,58.2,31.8,13,0
4/11/2013,45.5,61.3,33.2,14,0
4/12/2013,26,55.7,33.2,13,0
4/13/2013,26.3,42.2,33.4,12.8,0
4/14/2013,33.7,47.2,33.2,12.4,0
4/15/2013,56.4,43,31.3,13,0
4/16/2013,37.9,75.4,29.2,12.3,0
4/17/2013,57.3,55.6,30,12,0
4/18/2013,54.9,67.6,28.2,12.4,3.4
4/19/2013,59.6,72.4,29.2,11.3,0.7
4/20/2013,54,58.5,30,11.5,0.5
4/21/2013,88.8,85.6,22.5,13.2,13.1
4/22/2013,79,91.2,16.2,12,6.6
4/23/2013,88.4,91,21.6,13,16
4/24/2013,81.7,72.3,27,12.2,1.5
4/25/2013,65.8,73.3,24.6,12,0.1
4/26/2013,22.8,79.3,28,13,0.6
4/27/2013,63,72.5,29,15,0
4/28/2013,54.2,67,31.8,10.5,0
4/29/2013,67.2,64.8,31.2,15.5,0
4/30/2013,56.6,68.5,32,17,0
5/1/2013,55.8,66.6,32.2,17,0
5/2/2013,40.5,58.6,32.5,16.5,0
5/3/2013,27.9,60.3,33.4,15.5,0
5/4/2013,29.5,36.9,32.1,12.8,0
5/5/2013,35.6,38,30.7,11.5,0
5/6/2013,49.6,49.6,31,13,0
5/7/2013,58.3,68.5,31,15.3,0
5/8/2013,79.6,76.1,30.1,17.6,0
5/9/2013,77.4,88.5,26,16.4,4.3
5/10/2013,62.4,73.1,31.4,18,0
5/11/2013,56.6,68.9,33,17,0
5/12/2013,53.1,71.4,32.6,18,0
5/13/2013,32.8,53.4,33.2,14.5,2
5/14/2013,46.7,52.2,33.2,18.6,0
5/15/2013,55.3,49.8,33.3,15,0
5/16/2013,72.9,73.1,30.6,15.4,1.4
5/17/2013,64.9,72.3,29,14.5,2.8
5/18/2013,51.8,72.6,30.1,14.9,33
5/19/2013,69.5,74,26.7,16.5,1.2
5/20/2013,64.1,67.5,31,18,0.2
5/21/2013,75.8,71.5,25.5,19.5,0.5
5/22/2013,87.9,79.8,29.8,18,53
5/23/2013,82.1,85.1,28,20.1,1
5/24/2013,96.1,86,29.1,19.6,0.5
5/25/2013,83.9,73.9,28.7,18,100.5
5/26/2013,75.2,73.3,31.2,20,0
5/27/2013,76.1,75.8,29.4,21,0
5/28/2013,56.5,96,28.8,18.4,20.5
5/29/2013,71.1,78.4,30.2,20,0.4
5/30/2013,67.2,81.5,30.7,19,6.8
5/31/2013,83.1,82.6,24.2,19,0
6/1/2013,83.6,92.2,23.4,17.4,50.5
6/2/2013,73.1,81.9,27.2,18.6,1.7
6/3/2013,69.4,79.7,30,17.6,0
6/4/2013,65.1,75.4,30.2,18.4,0.3
6/5/2013,75.8,78.4,31,19.2,0
6/6/2013,80.9,73,31,20.5,0.2
6/7/2013,68.3,92.7,30.6,20.4,32.8
6/8/2013,66.5,80,29.2,20.5,1
6/9/2013,65.2,68.6,29.7,20,50.2
6/10/2013,100,71.9,31,21.2,0
6/11/2013,76.6,83.2,31.2,21.4,0
6/12/2013,83.5,76.9,31.3,21.2,1.4
6/13/2013,83.5,72.5,31.3,21.2,2.6
6/14/2013,75,71.8,31,18.4,19.5
6/15/2013,77.8,78.4,30.8,19,0
6/16/2013,81.8,90.9,30.6,20,1.4
6/17/2013,82.9,98.1,28.2,19.5,20.5
6/18/2013,92.7,91,27.3,19.9,0.7
6/19/2013,92.5,98,24.4,19.2,38.5
6/20/2013,92.8,75.9,27.6,18,20.2
6/21/2013,75.5,91,30.4,20.4,3.7
6/22/2013,93.7,83.2,30.4,21.4,0
6/23/2013,79.3,92.9,30.2,20.4,60
6/24/2013,91.2,83.6,32,21,0.6
6/25/2013,75.7,83.9,32,20.6,12
6/26/2013,79.2,78.4,30.5,20.3,16.5
6/27/2013,88.8,76,30.5,21.7,0.4
6/28/2013,88.4,91.2,30,20.9,4.1
6/29/2013,98.3,85.1,29.6,20.4,2.3
6/30/2013,78.9,92.9,29.6,20.4,4.5
7/1/2013,76.9,83.3,30.6,20.6,4
7/2/2013,77.8,89.6,30.6,20.6,1.6
7/3/2013,90.4,72.8,29.7,20.4,0
7/4/2013,80.2,82.8,29.7,17.6,1.1
7/5/2013,78.3,80.5,30.1,21,0.5
7/6/2013,83.2,84.9,30.1,20.6,4.5
7/7/2013,76.9,94.6,28.8,21.4,2.7
7/8/2013,80.4,83.9,28.8,20.2,15.6
7/9/2013,79.6,87.2,26.6,20.9,8.6
7/10/2013,77.4,91,26.8,20.4,1.8
7/11/2013,76.2,93.8,27.9,20.4,24.2
7/12/2013,76.6,91.1,28.2,20.4,9.5
7/13/2013,80.9,82.2,28.5,20.4,0.2
7/14/2013,93,67.7,30.2,19.8,0
7/15/2013,69,77.3,30.2,20.4,8.2
7/16/2013,80.6,79.2,29.3,20.4,44.9
7/17/2013,88.1,83.2,29.2,21.2,0
7/18/2013,80.4,89.5,29.8,20.6,4.3
7/19/2013,86.4,95.5,29.8,21.2,1
7/20/2013,91.2,96.2,26.4,20.2,9
7/21/2013,87.9,73.5,30.5,19.8,1.2
7/22/2013,80.8,86.4,30.2,21,0.5
7/23/2013,70.2,87.8,30.2,20.6,56.5
7/24/2013,77.8,91,29.6,19.8,12.6
7/25/2013,91.3,83.6,30,20.5,24.8
7/26/2013,90.5,84.6,30,20,75
7/27/2013,80.8,82,30.6,20.2,64.8
7/28/2013,88.1,80.9,30.6,21.2,5
7/29/2013,81.9,92.8,29.2,20.6,11.2
7/30/2013,91.4,88.4,29.5,21.4,3.6
7/31/2013,98.1,88.3,29.5,20.2,3.4
8/1/2013,85,83.2,29.5,20.3,32.2
8/2/2013,92.8,88.1,29.5,20.8,25.6
